Id,Province_State,Country_Region,Date,ConfirmedCases,Fatalities
2672,,Belgium,11-03-20,314,3
2673,,Belgium,12-03-20,314,3
28101,Florida,US,18-03-20,314,7
24681,,Singapore,18-03-20,313,0
16132,,Indonesia,19-03-20,311,25
33354,,Ukraine,27-03-20,310,5
5303,Ontario,Canada,20-03-20,308,2
23201,,Romania,20-03-20,308,0
23316,,Russia,21-03-20,306,1
30955,North Carolina,US,22-03-20,305,0
2580,,Belarus,02-04-20,304,4
16587,,Israel,18-03-20,304,0
31523,Pennsylvania,US,20-03-20,303,1
1875,,Austria,12-03-20,302,1
22173,,Pakistan,18-03-20,299,0
16914,,Japan,03-03-20,293,6
32667,Virginia,US,24-03-20,293,9
16473,,Ireland,18-03-20,292,2
29474,Maryland,US,23-03-20,290,3
28216,Georgia,US,19-03-20,287,10
14065,,France,04-03-20,285,4
27526,California,US,13-03-20,282,4
23200,,Romania,19-03-20,277,0
27646,Colorado,US,19-03-20,277,4
16913,,Japan,02-03-20,274,6
24112,,Saudi Arabia,19-03-20,274,0
34703,,United Kingdom,08-03-20,273,2
28790,Indiana,US,23-03-20,270,7
25924,,Switzerland,07-03-20,268,1
2671,,Belgium,10-03-20,267,0
30608,New Jersey,US,17-03-20,267,3
30609,New Jersey,US,18-03-20,267,3
32767,Washington,US,10-03-20,267,23
24680,,Singapore,17-03-20,266,0
21251,,Netherlands,08-03-20,265,3
14521,,Germany,04-03-20,262,0
23078,,Qatar,11-03-20,262,0
23079,,Qatar,12-03-20,262,0
23199,,Romania,18-03-20,260,0
32206,Texas,US,19-03-20,260,5
25352,,Spain,05-03-20,259,3
5302,Ontario,Canada,19-03-20,257,1
29241,Louisiana,US,18-03-20,257,4
16912,,Japan,01-03-20,256,6
32666,Virginia,US,23-03-20,254,6
23315,,Russia,20-03-20,253,1
30954,North Carolina,US,21-03-20,253,0
19782,,Mexico,21-03-20,251,2
22857,,Poland,18-03-20,251,5
16586,,Israel,17-03-20,250,0
25812,,Sweden,09-03-20,248,0
33465,,United Arab Emirates,24-03-20,248,2
31182,Ohio,US,21-03-20,248,3
1874,,Austria,11-03-20,246,0
16225,,Iran,27-02-20,245,26
22968,,Portugal,15-03-20,245,0
16019,,India,20-03-20,244,5
29473,Maryland,US,22-03-20,244,3
24679,,Singapore,16-03-20,243,0
16911,,Japan,29-02-20,241,5
2670,,Belgium,09-03-20,239,0
6099,,Chile,18-03-20,238,0
6100,,Chile,19-03-20,238,0
22856,,Poland,17-03-20,238,5
22172,,Pakistan,17-03-20,236,0
22630,,Peru,19-03-20,234,0
22631,,Peru,20-03-20,234,3
32093,Tennessee,US,20-03-20,233,0
16678,,Italy,24-02-20,229,7
16910,,Japan,28-02-20,228,4
16131,,Indonesia,18-03-20,227,19
24678,,Singapore,15-03-20,226,0
16472,,Ireland,17-03-20,223,2
25351,,Spain,04-03-20,222,2
5301,Ontario,Canada,18-03-20,221,1
27525,California,US,12-03-20,221,4
30830,New York,US,11-03-20,220,0
32665,Virginia,US,22-03-20,220,6
5533,Quebec,Canada,22-03-20,219,4
16585,,Israel,16-03-20,218,0
29582,Massachusetts,US,17-03-20,218,0
29583,Massachusetts,US,18-03-20,218,0
28100,Florida,US,17-03-20,216,6
16909,,Japan,27-02-20,214,4
25923,,Switzerland,06-03-20,214,1
16584,,Israel,15-03-20,213,0
24677,,Singapore,14-03-20,212,0
34702,,United Kingdom,07-03-20,206,2
31522,Pennsylvania,US,19-03-20,206,1
14064,,France,03-03-20,204,4
17359,,"Korea, South",21-02-20,204,2
28789,Indiana,US,22-03-20,204,6
19781,,Mexico,20-03-20,203,2
25811,,Sweden,08-03-20,203,0
6098,,Chile,17-03-20,201,0
2669,,Belgium,08-03-20,200,0
3475,,Brazil,16-03-20,200,0
24676,,Singapore,13-03-20,200,0
11800,,Ecuador,19-03-20,199,3
23314,,Russia,19-03-20,199,1
28215,Georgia,US,18-03-20,199,3
33464,,United Arab Emirates,23-03-20,198,2
29581,Massachusetts,US,16-03-20,197,0
14520,,Germany,03-03-20,196,0
33353,,Ukraine,26-03-20,196,5
29240,Louisiana,US,17-03-20,196,4
16018,,India,19-03-20,194,4
27761,Connecticut,US,20-03-20,194,3
27762,Connecticut,US,21-03-20,194,4
29472,Maryland,US,21-03-20,193,2
26962,,Turkey,19-03-20,192,3
14063,,France,02-03-20,191,3
16908,,Japan,26-02-20,189,2
21250,,Netherlands,07-03-20,188,1
5300,Ontario,Canada,17-03-20,185,1
23198,,Romania,17-03-20,184,0
27645,Colorado,US,18-03-20,184,2
1873,,Austria,10-03-20,182,0
5532,Quebec,Canada,21-03-20,181,5
24674,,Singapore,11-03-20,178,0
24675,,Singapore,12-03-20,178,0
30607,New Jersey,US,16-03-20,178,2
5299,Ontario,Canada,16-03-20,177,0
22855,,Poland,16-03-20,177,4
27524,California,US,11-03-20,177,3
30829,New York,US,10-03-20,173,0
31181,Ohio,US,20-03-20,173,2
32205,Texas,US,18-03-20,173,3
16130,,Indonesia,17-03-20,172,5
30953,North Carolina,US,20-03-20,172,0
24110,,Saudi Arabia,17-03-20,171,0
24111,,Saudi Arabia,18-03-20,171,0
16907,,Japan,25-02-20,170,1
2668,,Belgium,07-03-20,169,0
16471,,Ireland,16-03-20,169,2
22967,,Portugal,14-03-20,169,0
25350,,Spain,03-03-20,165,1
19780,,Mexico,19-03-20,164,1
29580,Massachusetts,US,15-03-20,164,0
2579,,Belarus,01-04-20,163,2
34701,,United Kingdom,06-03-20,163,1
3474,,Brazil,15-03-20,162,0
28671,Illinois,US,18-03-20,162,1
25810,,Sweden,07-03-20,161,0
28670,Illinois,US,17-03-20,161,1
24673,,Singapore,10-03-20,160,0
27643,Colorado,US,16-03-20,160,1
27644,Colorado,US,17-03-20,160,2
14519,,Germany,02-03-20,159,0
16906,,Japan,24-02-20,159,1
27760,Connecticut,US,19-03-20,159,2
23197,,Romania,16-03-20,158,0
16017,,India,18-03-20,156,3
32664,Virginia,US,21-03-20,156,2
6097,,Chile,16-03-20,155,0
16583,,Israel,14-03-20,155,0
16677,,Italy,23-02-20,155,3
28099,Florida,US,16-03-20,155,5
32092,Tennessee,US,19-03-20,154,0
33462,,United Arab Emirates,21-03-20,153,2
33463,,United Arab Emirates,22-03-20,153,2
2577,,Belarus,30-03-20,152,0
2578,,Belarus,31-03-20,152,1
31521,Pennsylvania,US,18-03-20,152,0
3472,,Brazil,13-03-20,151,0
3473,,Brazil,14-03-20,151,0
24671,,Singapore,08-03-20,150,0
24672,,Singapore,09-03-20,150,0
29471,Maryland,US,20-03-20,149,1
16905,,Japan,23-02-20,147,1
23313,,Russia,18-03-20,147,0
28214,Georgia,US,17-03-20,146,1
22629,,Peru,18-03-20,145,0
33352,,Ukraine,25-03-20,145,5
27523,California,US,10-03-20,144,2
16016,,India,17-03-20,142,3
33460,,United Arab Emirates,19-03-20,140,0
33461,,United Arab Emirates,20-03-20,140,2
5531,Quebec,Canada,20-03-20,139,1
16224,,Iran,26-02-20,139,19
24670,,Singapore,07-03-20,138,0
29579,Massachusetts,US,14-03-20,138,0
22171,,Pakistan,16-03-20,136,0
29239,Louisiana,US,16-03-20,136,3
16129,,Indonesia,16-03-20,134,5
1872,,Austria,09-03-20,131,0
23196,,Romania,15-03-20,131,0
27642,Colorado,US,15-03-20,131,1
14062,,France,01-03-20,130,2
14518,,Germany,01-03-20,130,0
24669,,Singapore,06-03-20,130,0
16469,,Ireland,14-03-20,129,2
16470,,Ireland,15-03-20,129,2
21249,,Netherlands,06-03-20,128,1
28788,Indiana,US,21-03-20,128,4
16582,,Israel,13-03-20,126,0
23195,,Romania,14-03-20,123,0
29578,Massachusetts,US,13-03-20,123,0
30952,North Carolina,US,19-03-20,123,0
16904,,Japan,22-02-20,122,1
32663,Virginia,US,20-03-20,122,2
5530,Quebec,Canada,19-03-20,121,1
28213,Georgia,US,16-03-20,121,1
25349,,Spain,02-03-20,120,0
16015,,India,16-03-20,119,2
22854,,Poland,15-03-20,119,3
31180,Ohio,US,19-03-20,119,0
19779,,Mexico,18-03-20,118,0
24109,,Saudi Arabia,16-03-20,118,0
16128,,Indonesia,15-03-20,117,5
22628,,Peru,17-03-20,117,0
24668,,Singapore,05-03-20,117,0
34700,,United Kingdom,05-03-20,115,0
28098,Florida,US,15-03-20,115,4
23312,,Russia,17-03-20,114,0
25922,,Switzerland,05-03-20,114,1
16014,,India,15-03-20,113,2
33459,,United Arab Emirates,18-03-20,113,0
22966,,Portugal,13-03-20,112,0
31520,Pennsylvania,US,17-03-20,112,0
11799,,Ecuador,18-03-20,111,2
24666,,Singapore,03-03-20,110,0
24667,,Singapore,04-03-20,110,0
32204,Texas,US,17-03-20,110,1
2667,,Belgium,06-03-20,109,0
24665,,Singapore,02-03-20,108,0
29577,Massachusetts,US,12-03-20,108,0
29470,Maryland,US,19-03-20,107,1
24664,,Singapore,01-03-20,106,0
16903,,Japan,21-02-20,105,1
28669,Illinois,US,16-03-20,105,0
1871,,Austria,08-03-20,104,0
5298,Ontario,Canada,15-03-20,104,0
17358,,"Korea, South",20-02-20,104,1
22853,,Poland,14-03-20,103,3
24107,,Saudi Arabia,14-03-20,103,0
24108,,Saudi Arabia,15-03-20,103,0
16013,,India,14-03-20,102,2
24663,,Singapore,29-02-20,102,0
25809,,Sweden,06-03-20,101,0
27641,Colorado,US,14-03-20,101,1
14061,,France,29-02-20,100,2
16581,,Israel,12-03-20,100,0
28212,Georgia,US,15-03-20,99,1
32662,Virginia,US,19-03-20,99,2
26961,,Turkey,18-03-20,98,1
33456,,United Arab Emirates,15-03-20,98,0
33457,,United Arab Emirates,16-03-20,98,0
33458,,United Arab Emirates,17-03-20,98,0
30606,New Jersey,US,15-03-20,98,2
33351,,Ukraine,24-03-20,97,3
16127,,Indonesia,14-03-20,96,5
16223,,Iran,25-02-20,95,16
29576,Massachusetts,US,11-03-20,95,0
2574,,Belarus,27-03-20,94,0
2575,,Belarus,28-03-20,94,0
2576,,Belarus,29-03-20,94,0
5529,Quebec,Canada,18-03-20,94,0
16902,,Japan,20-02-20,94,1
25808,,Sweden,05-03-20,94,0
19778,,Mexico,17-03-20,93,0
24660,,Singapore,26-02-20,93,0
24661,,Singapore,27-02-20,93,0
24662,,Singapore,28-02-20,93,0
28668,Illinois,US,15-03-20,93,0
29575,Massachusetts,US,10-03-20,92,0
24659,,Singapore,25-02-20,91,0
29238,Louisiana,US,15-03-20,91,2
16468,,Ireland,13-03-20,90,1
23311,,Russia,16-03-20,90,0
25921,,Switzerland,04-03-20,90,0
23194,,Romania,13-03-20,89,0
24657,,Singapore,23-02-20,89,0
24658,,Singapore,24-02-20,89,0
2572,,Belarus,25-03-20,86,0
2573,,Belarus,26-03-20,86,0
22627,,Peru,16-03-20,86,0
24106,,Saudi Arabia,13-03-20,86,0
28787,Indiana,US,20-03-20,86,2
31179,Ohio,US,18-03-20,86,0
24655,,Singapore,21-02-20,85,0
24656,,Singapore,22-02-20,85,0
33453,,United Arab Emirates,12-03-20,85,0
33454,,United Arab Emirates,13-03-20,85,0
33455,,United Arab Emirates,14-03-20,85,0
34699,,United Kingdom,04-03-20,85,0
29469,Maryland,US,18-03-20,85,0
32203,Texas,US,16-03-20,85,0
16901,,Japan,19-02-20,84,1
24653,,Singapore,19-02-20,84,0
24654,,Singapore,20-02-20,84,0
25348,,Spain,01-03-20,84,0
29697,Michigan,US,18-03-20,83,0
16012,,India,13-03-20,82,2
19777,,Mexico,16-03-20,82,0
21248,,Netherlands,05-03-20,82,0
2570,,Belarus,23-03-20,81,0
2571,,Belarus,24-03-20,81,0
24652,,Singapore,18-02-20,81,0
1870,,Austria,07-03-20,79,0
5297,Ontario,Canada,14-03-20,79,0
14517,,Germany,29-02-20,79,0
16580,,Israel,11-03-20,79,0
32091,Tennessee,US,18-03-20,79,0
24651,,Singapore,17-02-20,77,0
29237,Louisiana,US,14-03-20,77,1
31519,Pennsylvania,US,16-03-20,77,0
32661,Virginia,US,18-03-20,77,2
2568,,Belarus,21-03-20,76,0
2569,,Belarus,22-03-20,76,0
28097,Florida,US,14-03-20,76,3
16579,,Israel,10-03-20,75,0
24650,,Singapore,16-02-20,75,0
5296,Ontario,Canada,13-03-20,74,0
5528,Quebec,Canada,17-03-20,74,0
6096,,Chile,15-03-20,74,0
16900,,Japan,18-02-20,74,1
33451,,United Arab Emirates,10-03-20,74,0
33452,,United Arab Emirates,11-03-20,74,0
32090,Tennessee,US,17-03-20,74,0
16011,,India,12-03-20,73,1
33349,,Ukraine,22-03-20,73,3
33350,,Ukraine,23-03-20,73,3
24649,,Singapore,15-02-20,72,0
32202,Texas,US,15-03-20,72,0
30951,North Carolina,US,18-03-20,70,0
2567,,Belarus,20-03-20,69,0
16126,,Indonesia,13-03-20,69,4
30605,New Jersey,US,14-03-20,69,1
22852,,Poland,13-03-20,68,2
27758,Connecticut,US,17-03-20,68,0
27759,Connecticut,US,18-03-20,68,0
24648,,Singapore,14-02-20,67,0
31178,Ohio,US,17-03-20,67,0
32660,Virginia,US,17-03-20,67,2
16899,,Japan,17-02-20,66,1
28211,Georgia,US,14-03-20,66,1
31518,Pennsylvania,US,15-03-20,66,0
29696,Michigan,US,17-03-20,65,0
28667,Illinois,US,14-03-20,64,0
30950,North Carolina,US,17-03-20,64,0
23310,,Russia,15-03-20,63,0
16010,,India,11-03-20,62,1
16676,,Italy,22-02-20,62,2
6095,,Chile,14-03-20,61,0
16222,,Iran,24-02-20,61,12
16577,,Israel,08-03-20,61,0
16578,,Israel,09-03-20,61,0
28786,Indiana,US,19-03-20,60,2
29468,Maryland,US,17-03-20,60,0
16898,,Japan,16-02-20,59,1
22964,,Portugal,11-03-20,59,0
22965,,Portugal,12-03-20,59,0
23309,,Russia,14-03-20,59,0
11798,,Ecuador,17-03-20,58,2
24647,,Singapore,13-02-20,58,0
14060,,France,28-02-20,57,2
32201,Texas,US,14-03-20,57,0
16009,,India,10-03-20,56,0
25920,,Switzerland,03-03-20,56,0
1869,,Austria,06-03-20,55,0
19776,,Mexico,15-03-20,53,0
22170,,Pakistan,15-03-20,53,0
29695,Michigan,US,16-03-20,53,0
3471,,Brazil,12-03-20,52,0
32089,Tennessee,US,16-03-20,52,0
2565,,Belarus,18-03-20,51,0
2566,,Belarus,19-03-20,51,0
34698,,United Kingdom,03-03-20,51,0
2666,,Belgium,05-03-20,50,0
5527,Quebec,Canada,16-03-20,50,0
24646,,Singapore,12-02-20,50,0
28096,Florida,US,13-03-20,50,2
31177,Ohio,US,16-03-20,50,0
22851,,Poland,12-03-20,49,1
23193,,Romania,12-03-20,49,0
27640,Colorado,US,13-03-20,49,0
32659,Virginia,US,16-03-20,49,1
14516,,Germany,28-02-20,48,0
24645,,Singapore,11-02-20,47,0
26960,,Turkey,17-03-20,47,1
33348,,Ukraine,21-03-20,47,3
31517,Pennsylvania,US,14-03-20,47,0
14515,,Germany,27-02-20,46,0
28666,Illinois,US,13-03-20,46,0
23192,,Romania,11-03-20,45,0
23308,,Russia,13-03-20,45,0
24105,,Saudi Arabia,12-03-20,45,0
24644,,Singapore,10-02-20,45,0
25347,,Spain,29-02-20,45,0
33448,,United Arab Emirates,07-03-20,45,0
33449,,United Arab Emirates,08-03-20,45,0
33450,,United Arab Emirates,09-03-20,45,0
27639,Colorado,US,12-03-20,45,0
32658,Virginia,US,15-03-20,45,1
6094,,Chile,13-03-20,43,0
16008,,India,09-03-20,43,0
16221,,Iran,23-02-20,43,8
16466,,Ireland,11-03-20,43,1
16467,,Ireland,12-03-20,43,1
16576,,Israel,07-03-20,43,0
16897,,Japan,15-02-20,43,1
22626,,Peru,15-03-20,43,0
32200,Texas,US,13-03-20,43,0
5295,Ontario,Canada,12-03-20,42,0
25919,,Switzerland,02-03-20,42,0
28210,Georgia,US,13-03-20,42,1
1868,,Austria,05-03-20,41,0
5294,Ontario,Canada,11-03-20,41,0
19775,,Mexico,14-03-20,41,0
22963,,Portugal,10-03-20,41,0
29467,Maryland,US,16-03-20,41,0
31516,Pennsylvania,US,13-03-20,41,0
32657,Virginia,US,14-03-20,41,1
24643,,Singapore,09-02-20,40,0
34697,,United Kingdom,02-03-20,40,0
16007,,India,08-03-20,39,0
28785,Indiana,US,18-03-20,39,2
32088,Tennessee,US,15-03-20,39,0
3470,,Brazil,11-03-20,38,0
14059,,France,27-02-20,38,2
21247,,Netherlands,04-03-20,38,0
22625,,Peru,14-03-20,38,0
30949,North Carolina,US,16-03-20,38,0
11797,,Ecuador,16-03-20,37,2
16575,,Israel,06-03-20,37,0
31176,Ohio,US,15-03-20,37,0
2563,,Belarus,16-03-20,36,0
2564,,Belarus,17-03-20,36,0
5293,Ontario,Canada,10-03-20,36,0
34696,,United Kingdom,01-03-20,36,0
29236,Louisiana,US,13-03-20,36,0
25807,,Sweden,04-03-20,35,0
28095,Florida,US,12-03-20,35,2
5292,Ontario,Canada,09-03-20,34,0
16006,,India,07-03-20,34,0
16124,,Indonesia,11-03-20,34,1
16125,,Indonesia,12-03-20,34,1
16465,,Ireland,10-03-20,34,0
27638,Colorado,US,11-03-20,34,0
24642,,Singapore,08-02-20,33,0
29694,Michigan,US,15-03-20,33,0
30948,North Carolina,US,15-03-20,33,0
25346,,Spain,28-02-20,32,0
28665,Illinois,US,12-03-20,32,0
29466,Maryland,US,15-03-20,32,0
32087,Tennessee,US,14-03-20,32,0
3469,,Brazil,10-03-20,31,0
16005,,India,06-03-20,31,0
17356,,"Korea, South",18-02-20,31,0
17357,,"Korea, South",19-02-20,31,0
22169,,Pakistan,14-03-20,31,0
22850,,Poland,11-03-20,31,0
28209,Georgia,US,12-03-20,31,1
16004,,India,05-03-20,30,0
17355,,"Korea, South",17-02-20,30,0
22961,,Portugal,08-03-20,30,0
22962,,Portugal,09-03-20,30,0
24641,,Singapore,07-02-20,30,0
27757,Connecticut,US,16-03-20,30,0
28784,Indiana,US,17-03-20,30,2
32656,Virginia,US,13-03-20,30,0
1867,,Austria,04-03-20,29,0
5291,Ontario,Canada,08-03-20,29,0
16896,,Japan,14-02-20,29,1
17354,,"Korea, South",16-02-20,29,0
33347,,Ukraine,20-03-20,29,3
33446,,United Arab Emirates,05-03-20,29,0
33447,,United Arab Emirates,06-03-20,29,0
30603,New Jersey,US,12-03-20,29,1
30604,New Jersey,US,13-03-20,29,1
5290,Ontario,Canada,07-03-20,28,0
11795,,Ecuador,14-03-20,28,2
11796,,Ecuador,15-03-20,28,2
16003,,India,04-03-20,28,0
16220,,Iran,22-02-20,28,5
16894,,Japan,12-02-20,28,0
16895,,Japan,13-02-20,28,1
17349,,"Korea, South",11-02-20,28,0
17350,,"Korea, South",12-02-20,28,0
17351,,"Korea, South",13-02-20,28,0
17352,,"Korea, South",14-02-20,28,0
17353,,"Korea, South",15-02-20,28,0
22168,,Pakistan,13-03-20,28,0
22624,,Peru,13-03-20,28,0
23307,,Russia,12-03-20,28,0
24639,,Singapore,05-02-20,28,0
24640,,Singapore,06-02-20,28,0
28094,Florida,US,11-03-20,28,2
2560,,Belarus,13-03-20,27,0
2561,,Belarus,14-03-20,27,0
2562,,Belarus,15-03-20,27,0
14514,,Germany,26-02-20,27,0
16123,,Indonesia,10-03-20,27,0
17348,,"Korea, South",10-02-20,27,0
25918,,Switzerland,01-03-20,27,0
33444,,United Arab Emirates,03-03-20,27,0
33445,,United Arab Emirates,04-03-20,27,0
32199,Texas,US,12-03-20,27,0
16891,,Japan,09-02-20,26,0
16892,,Japan,10-02-20,26,0
16893,,Japan,11-02-20,26,0
19774,,Mexico,13-03-20,26,0
29465,Maryland,US,14-03-20,26,0
31175,Ohio,US,14-03-20,26,0
32086,Tennessee,US,13-03-20,26,0
3468,,Brazil,09-03-20,25,0
5289,Ontario,Canada,06-03-20,25,0
16889,,Japan,07-02-20,25,0
16890,,Japan,08-02-20,25,0
17347,,"Korea, South",09-02-20,25,0
23191,,Romania,10-03-20,25,0
28664,Illinois,US,11-03-20,25,0
28783,Indiana,US,16-03-20,25,1
29693,Michigan,US,14-03-20,25,0
5526,Quebec,Canada,15-03-20,24,0
17345,,"Korea, South",07-02-20,24,0
17346,,"Korea, South",08-02-20,24,0
21246,,Netherlands,03-03-20,24,0
23077,,Qatar,10-03-20,24,0
24638,,Singapore,04-02-20,24,0
27756,Connecticut,US,15-03-20,24,0
30947,North Carolina,US,14-03-20,24,0
2665,,Belgium,04-03-20,23,0
6092,,Chile,11-03-20,23,0
6093,,Chile,12-03-20,23,0
17344,,"Korea, South",06-02-20,23,0
34695,,United Kingdom,29-02-20,23,0
28208,Georgia,US,11-03-20,23,0
30602,New Jersey,US,11-03-20,23,1
5288,Ontario,Canada,05-03-20,22,0
16886,,Japan,04-02-20,22,0
16887,,Japan,05-02-20,22,0
16888,,Japan,06-02-20,22,0
22849,,Poland,10-03-20,22,0
27755,Connecticut,US,14-03-20,22,0
31515,Pennsylvania,US,12-03-20,22,0
1866,,Austria,03-03-20,21,0
16464,,Ireland,09-03-20,21,0
24104,,Saudi Arabia,11-03-20,21,0
25806,,Sweden,03-03-20,21,0
33441,,United Arab Emirates,29-02-20,21,0
33442,,United Arab Emirates,01-03-20,21,0
33443,,United Arab Emirates,02-03-20,21,0
32198,Texas,US,11-03-20,21,0
3467,,Brazil,08-03-20,20,0
5286,Ontario,Canada,03-03-20,20,0
5287,Ontario,Canada,04-03-20,20,0
16574,,Israel,05-03-20,20,0
16675,,Italy,21-02-20,20,1
16883,,Japan,01-02-20,20,0
16884,,Japan,02-02-20,20,0
16885,,Japan,03-02-20,20,0
22167,,Pakistan,12-03-20,20,0
22960,,Portugal,07-03-20,20,0
23305,,Russia,10-03-20,20,0
23306,,Russia,11-03-20,20,0
24103,,Saudi Arabia,10-03-20,20,0
34694,,United Kingdom,28-02-20,20,0
28782,Indiana,US,15-03-20,20,0
16122,,Indonesia,09-03-20,19,0
16463,,Ireland,08-03-20,19,0
17343,,"Korea, South",05-02-20,19,0
22166,,Pakistan,11-03-20,19,0
33440,,United Arab Emirates,28-02-20,19,0
29235,Louisiana,US,12-03-20,19,0
1865,,Austria,02-03-20,18,0
5285,Ontario,Canada,02-03-20,18,0
14058,,France,26-02-20,18,2
16219,,Iran,21-02-20,18,4
16461,,Ireland,06-03-20,18,0
16462,,Ireland,07-03-20,18,0
21245,,Netherlands,02-03-20,18,0
23076,,Qatar,09-03-20,18,0
24636,,Singapore,02-02-20,18,0
24637,,Singapore,03-02-20,18,0
25917,,Switzerland,29-02-20,18,0
26959,,Turkey,16-03-20,18,0
29464,Maryland,US,13-03-20,18,0
32085,Tennessee,US,12-03-20,18,0
5524,Quebec,Canada,13-03-20,17,0
5525,Quebec,Canada,14-03-20,17,0
11792,,Ecuador,11-03-20,17,0
11793,,Ecuador,12-03-20,17,0
11794,,Ecuador,13-03-20,17,0
14513,,Germany,25-02-20,17,0
23303,,Russia,08-03-20,17,0
23304,,Russia,09-03-20,17,0
28207,Georgia,US,10-03-20,17,0
30946,North Carolina,US,13-03-20,17,0
32655,Virginia,US,12-03-20,17,0
14499,,Germany,11-02-20,16,0
14500,,Germany,12-02-20,16,0
14501,,Germany,13-02-20,16,0
14502,,Germany,14-02-20,16,0
14503,,Germany,15-02-20,16,0
14504,,Germany,16-02-20,16,0
14505,,Germany,17-02-20,16,0
14506,,Germany,18-02-20,16,0
14507,,Germany,19-02-20,16,0
14508,,Germany,20-02-20,16,0
14509,,Germany,21-02-20,16,0
14510,,Germany,22-02-20,16,0
14511,,Germany,23-02-20,16,0
14512,,Germany,24-02-20,16,0
17342,,"Korea, South",04-02-20,16,0
22165,,Pakistan,10-03-20,16,0
22848,,Poland,09-03-20,16,0
24635,,Singapore,01-02-20,16,0
33346,,Ukraine,19-03-20,16,2
28781,Indiana,US,14-03-20,16,0
29692,Michigan,US,13-03-20,16,0
31514,Pennsylvania,US,11-03-20,16,0
5284,Ontario,Canada,01-03-20,15,0
11790,,Ecuador,09-03-20,15,0
11791,,Ecuador,10-03-20,15,0
16573,,Israel,04-03-20,15,0
16882,,Japan,31-01-20,15,0
17340,,"Korea, South",02-02-20,15,0
17341,,"Korea, South",03-02-20,15,0
22623,,Peru,12-03-20,15,0
23075,,Qatar,08-03-20,15,0
23189,,Romania,08-03-20,15,0
23190,,Romania,09-03-20,15,0
24102,,Saudi Arabia,09-03-20,15,0
25345,,Spain,27-02-20,15,0
25805,,Sweden,02-03-20,15,0
34693,,United Kingdom,27-02-20,15,0
27637,Colorado,US,10-03-20,15,0
28093,Florida,US,10-03-20,15,2
30601,New Jersey,US,10-03-20,15,1
30945,North Carolina,US,12-03-20,15,0
1864,,Austria,01-03-20,14,0
11789,,Ecuador,08-03-20,14,0
14057,,France,25-02-20,14,1
14497,,Germany,09-02-20,14,0
14498,,Germany,10-02-20,14,0
25804,,Sweden,01-03-20,14,0
33344,,Ukraine,17-03-20,14,2
33345,,Ukraine,18-03-20,14,2
2664,,Belgium,03-03-20,13,0
3465,,Brazil,06-03-20,13,0
3466,,Brazil,07-03-20,13,0
6091,,Chile,10-03-20,13,0
11786,,Ecuador,05-03-20,13,0
11787,,Ecuador,06-03-20,13,0
11788,,Ecuador,07-03-20,13,0
14495,,Germany,07-02-20,13,0
14496,,Germany,08-02-20,13,0
22959,,Portugal,06-03-20,13,0
23301,,Russia,06-03-20,13,0
23302,,Russia,07-03-20,13,0
24634,,Singapore,31-01-20,13,0
25344,,Spain,26-02-20,13,0
33434,,United Arab Emirates,22-02-20,13,0
33435,,United Arab Emirates,23-02-20,13,0
33436,,United Arab Emirates,24-02-20,13,0
33437,,United Arab Emirates,25-02-20,13,0
33438,,United Arab Emirates,26-02-20,13,0
33439,,United Arab Emirates,27-02-20,13,0
34690,,United Kingdom,24-02-20,13,0
34691,,United Kingdom,25-02-20,13,0
34692,,United Kingdom,26-02-20,13,0
28779,Indiana,US,12-03-20,13,0
28780,Indiana,US,13-03-20,13,0
31174,Ohio,US,13-03-20,13,0
32197,Texas,US,10-03-20,13,0
2559,,Belarus,12-03-20,12,0
14047,,France,15-02-20,12,1
14048,,France,16-02-20,12,1
14049,,France,17-02-20,12,1
14050,,France,18-02-20,12,1
14051,,France,19-02-20,12,1
14052,,France,20-02-20,12,1
14053,,France,21-02-20,12,1
14054,,France,22-02-20,12,1
14055,,France,23-02-20,12,1
14056,,France,24-02-20,12,1
14491,,Germany,03-02-20,12,0
14492,,Germany,04-02-20,12,0
14493,,Germany,05-02-20,12,0
14494,,Germany,06-02-20,12,0
16572,,Israel,03-03-20,12,0
17339,,"Korea, South",01-02-20,12,0
19773,,Mexico,12-03-20,12,0
25803,,Sweden,29-02-20,12,0
28663,Illinois,US,10-03-20,12,0
29463,Maryland,US,12-03-20,12,0
31513,Pennsylvania,US,10-03-20,12,0
5283,Ontario,Canada,29-02-20,11,0
14040,,France,08-02-20,11,0
14041,,France,09-02-20,11,0
14042,,France,10-02-20,11,0
14043,,France,11-02-20,11,0
14044,,France,12-02-20,11,0
14045,,France,13-02-20,11,0
14046,,France,14-02-20,11,0
16881,,Japan,30-01-20,11,0
17338,,"Korea, South",31-01-20,11,0
22621,,Peru,10-03-20,11,0
22622,,Peru,11-03-20,11,0
22847,,Poland,08-03-20,11,0
24101,,Saudi Arabia,08-03-20,11,0
27754,Connecticut,US,13-03-20,11,0
28778,Indiana,US,11-03-20,11,0
11785,,Ecuador,04-03-20,10,0
14490,,Germany,02-02-20,10,0
16570,,Israel,01-03-20,10,0
16571,,Israel,02-03-20,10,0
21244,,Netherlands,01-03-20,10,0
24633,,Singapore,30-01-20,10,0
1863,,Austria,29-02-20,9,0
2557,,Belarus,10-03-20,9,0
2558,,Belarus,11-03-20,9,0
5523,Quebec,Canada,12-03-20,9,0
23187,,Romania,06-03-20,9,0
23188,,Romania,07-03-20,9,0
